years;Province_Code;Province_name;General_Total-Total;General_Total-Male;General_Total-Female;Illiterate-Total;Illiterate-Male;Illiterate-Female;_Literate_without_a_diploma-Total;_Literate_without_a_diploma-Male;_Literate_without_a_diploma-Female;Primary_school-Total;Primary_school-Male;Primary_school-Female;Primary_education-Total;Primary_education-Male;Primary_education-Female;Lower_secondary_school-Total;Lower_secondary_school-Male;Lower_secondary_school-Female;Upper_secondary_school-Total;Upper_secondary_school-Male;Upper_secondary_school-Female;Universities_and_other_higher_educational_institutions-Total;Universities_and_other_higher_educational_institutions-Male;Universities_and_other_higher_educational_institutions-Female;Master_(Including_5_or_6_Years_Faculties)-Total;Master_(Including_5_or_6_Years_Faculties)-Male;Master_(Including_5_or_6_Years_Faculties)-Female;Doctorate-Total;Doctorate-Male;Doctorate-Female;_Unknown-Total;_Unknown-Male;_Unknown-Female
2012;27;Gaziantep; 1 176 660;  588 626;  588 034;  71 491;  9 464;  62 027;  104 307;  35 066;  69 241;  310 201;  134 538;  175 663;  334 796;  197 246;  137 550;  50 919;  32 869;  18 050;  190 616;  114 541;  76 075;  82 703;  50 525;  32 178;  4 415;  2 812;  1 603;  1 490;   961;   529;  25 722;  10 604;  15 118
2012;28;Giresun;  337 667;  165 295;  172 372;  22 753;  3 999;  18 754;  37 493;  9 665;  27 828;  88 065;  43 648;  44 417;  59 129;  31 405;  27 724;  17 204;  11 221;  5 983;  69 490;  39 927;  29 563;  29 715;  18 036;  11 679;  1 407;   901;   506;   314;   202;   112;  12 097;  6 291;  5 806
2012;29;Gümüşhane;  105 431;  53 133;  52 298;  6 396;  1 001;  5 395;  8 179;  2 807;  5 372;  27 106;  11 627;  15 479;  20 495;  10 526;  9 969;  4 851;  3 304;  1 547;  24 436;  15 386;  9 050;  9 102;  5 969;  3 133;   392;   287;   105;   163;   122;   41;  4 311;  2 104;  2 207
2012;30;Hakkari;  183 958;  105 467;  78 491;  19 886;  4 047;  15 839;  22 967;  8 929;  14 038;  24 262;  11 508;  12 754;  53 903;  35 680;  18 223;  4 202;  2 863;  1 339;  39 588;  29 555;  10 033;  11 552;  8 939;  2 613;   405;   286;   119;   79;   52;   27;  7 114;  3 608;  3 506
2012;31;Hatay; 1 042 943;  517 790;  525 153;  39 423;  8 674;  30 749;  103 718;  26 662;  77 056;  310 336;  145 134;  165 202;  233 833;  129 525;  104 308;  47 674;  28 909;  18 765;  190 407;  108 597;  81 810;  83 272;  49 568;  33 704;  3 706;  2 327;  1 379;  1 253;   776;   477;  29 321;  17 618;  11 703
2012;32;Isparta;  331 233;  163 629;  167 604;  12 852;  2 017;  10 835;  15 265;  4 004;  11 261;  101 848;  42 536;  59 312;  55 499;  30 406;  25 093;  15 919;  10 392;  5 527;  81 195;  45 737;  35 458;  37 235;  22 177;  15 058;  2 151;  1 344;   807;  1 152;   822;   330;  8 117;  4 194;  3 923
2012;33;Mersin; 1 260 286;  621 440;  638 846;  42 105;  7 442;  34 663;  102 944;  31 133;  71 811;  365 952;  162 443;  203 509;  255 658;  143 284;  112 374;  64 024;  37 729;  26 295;  266 398;  146 446;  119 952;  129 277;  74 373;  54 904;  5 722;  3 407;  2 315;  1 677;   981;   696;  26 529;  14 202;  12 327
2012;34;İstanbul; 10 555 290; 5 268 712; 5 286 578;  326 151;  49 967;  276 184;  450 007;  153 561;  296 446; 2 535 405; 1 088 883; 1 446 522; 2 112 340; 1 189 361;  922 979;  604 768;  345 577;  259 191; 2 494 781; 1 345 262; 1 149 519; 1 332 877;  712 477;  620 400;  139 001;  78 457;  60 544;  33 001;  19 442;  13 559;  526 959;  285 725;  241 234
2012;35;İzmir; 3 212 690; 1 592 973; 1 619 717;  75 977;  13 574;  62 403;  172 671;  51 132;  121 539;  923 722;  402 182;  521 540;  579 633;  335 628;  244 005;  189 002;  106 204;  82 798;  751 329;  403 352;  347 977;  430 123;  230 480;  199 643;  28 155;  15 119;  13 036;  9 739;  5 611;  4 128;  52 339;  29 691;  22 648
2012;36;Kars;  210 765;  110 106;  100 659;  20 101;  3 348;  16 753;  18 517;  7 385;  11 132;  52 717;  25 833;  26 884;  50 286;  30 732;  19 554;  8 664;  5 711;  2 953;  33 844;  21 818;  12 026;  14 803;  8 782;  6 021;   673;   415;   258;   295;   210;   85;  10 865;  5 872;  4 993
2012;37;Kastamonu;  291 946;  142 712;  149 234;  28 032;  5 557;  22 475;  23 518;  7 777;  15 741;  99 481;  44 852;  54 629;  51 061;  27 381;  23 680;  12 345;  8 950;  3 395;  50 381;  31 915;  18 466;  21 945;  13 434;  8 511;  1 040;   643;   397;   267;   164;   103;  3 876;  2 039;  1 837
2012;38;Kayseri;  935 533;  465 716;  469 817;  36 948;  4 705;  32 243;  48 783;  13 015;  35 768;  265 251;  109 047;  156 204;  199 448;  113 262;  86 186;  48 898;  30 512;  18 386;  211 048;  122 651;  88 397;  96 408;  58 594;  37 814;  5 793;  3 453;  2 340;  1 901;  1 253;   648;  21 055;  9 224;  11 831
2012;39;Kırklareli;  284 105;  146 166;  137 939;  9 135;  1 817;  7 318;  11 471;  4 555;  6 916;  92 815;  40 880;  51 935;  52 288;  30 126;  22 162;  16 053;  9 421;  6 632;  68 283;  39 477;  28 806;  28 140;  16 380;  11 760;  1 396;   852;   544;   228;   153;   75;  4 296;  2 505;  1 791
2012;40;Kırşehir;  172 925;  85 352;  87 573;  9 482;  1 255;  8 227;  9 948;  2 967;  6 981;  50 778;  20 812;  29 966;  32 011;  17 872;  14 139;  10 086;  6 164;  3 922;  41 337;  24 357;  16 980;  16 477;  10 328;  6 149;   854;   562;   292;   227;   152;   75;  1 725;   883;   842
2012;41;Kocaeli; 1 237 317;  624 095;  613 222;  42 707;  6 635;  36 072;  48 253;  14 422;  33 831;  302 484;  116 843;  185 641;  275 978;  152 331;  123 647;  71 682;  42 783;  28 899;  311 910;  185 805;  126 105;  138 153;  80 939;  57 214;  8 135;  4 985;  3 150;  2 057;  1 204;   853;  35 958;  18 148;  17 810
2012;42;Konya; 1 513 345;  737 790;  775 555;  57 129;  8 595;  48 534;  82 983;  20 400;  62 583;  529 745;  215 939;  313 806;  336 230;  182 515;  153 715;  64 578;  43 756;  20 822;  264 925;  157 287;  107 638;  139 808;  87 127;  52 681;  8 588;  5 660;  2 928;  3 285;  2 230;  1 055;  26 074;  14 281;  11 793
2012;43;Kütahya;  463 216;  228 196;  235 020;  16 080;  3 065;  13 015;  34 970;  10 856;  24 114;  159 587;  61 385;  98 202;  88 737;  48 873;  39 864;  21 034;  14 358;  6 676;  101 191;  63 389;  37 802;  36 883;  23 340;  13 543;  2 033;  1 355;   678;   614;   417;   197;  2 087;  1 158;   929
2012;44;Malatya;  568 865;  281 541;  287 324;  48 862;  8 414;  40 448;  31 811;  10 894;  20 917;  126 977;  52 472;  74 505;  118 259;  67 098;  51 161;  31 534;  19 629;  11 905;  134 218;  78 391;  55 827;  59 123;  35 538;  23 585;  2 759;  1 841;   918;  1 039;   734;   305;  14 283;  6 530;  7 753
2012;45;Manisa; 1 057 981;  525 293;  532 688;  42 726;  7 395;  35 331;  71 714;  23 277;  48 437;  409 501;  185 705;  223 796;  209 270;  118 605;  90 665;  45 142;  28 760;  16 382;  183 932;  105 094;  78 838;  85 247;  50 459;  34 788;  3 673;  2 230;  1 443;  1 082;   676;   406;  5 694;  3 092;  2 602
2012;46;Kahramanmaraş;  735 865;  371 717;  364 148;  60 190;  11 536;  48 654;  53 343;  18 073;  35 270;  198 002;  88 981;  109 021;  175 914;  98 521;  77 393;  33 938;  22 110;  11 828;  135 283;  84 358;  50 925;  53 191;  33 766;  19 425;  2 651;  1 862;   789;   901;   628;   273;  22 452;  11 882;  10 570
2012;47;Mardin;  485 036;  242 288;  242 748;  69 542;  13 146;  56 396;  62 045;  20 750;  41 295;  88 492;  46 071;  42 421;  125 690;  71 957;  53 733;  14 123;  9 669;  4 454;  75 882;  51 667;  24 215;  27 921;  19 117;  8 804;  1 113;   798;   315;   225;   148;   77;  20 003;  8 965;  11 038
2012;48;Muğla;  672 389;  343 808;  328 581;  17 555;  3 023;  14 532;  26 705;  8 871;  17 834;  232 466;  107 094;  125 372;  118 174;  68 942;  49 232;  32 333;  19 809;  12 524;  142 028;  78 469;  63 559;  78 079;  43 199;  34 880;  4 100;  2 401;  1 699;  1 214;   763;   451;  19 735;  11 237;  8 498
2012;49;Muş;  251 642;  128 722;  122 920;  33 721;  5 860;  27 861;  44 936;  16 501;  28 435;  43 862;  24 129;  19 733;  61 516;  38 216;  23 300;  6 024;  4 383;  1 641;  33 846;  24 571;  9 275;  12 860;  8 839;  4 021;   467;   321;   146;   142;   100;   42;  14 268;  5 802;  8 466
2012;50;Nevşehir;  216 595;  105 917;  110 678;  10 649;  1 196;  9 453;  10 576;  2 939;  7 637;  72 833;  30 917;  41 916;  47 481;  25 776;  21 705;  12 343;  7 898;  4 445;  42 073;  24 800;  17 273;  17 749;  10 736;  7 013;   848;   543;   305;   244;   157;   87;  1 799;   955;   844
2012;51;Niğde;  248 351;  122 943;  125 408;  14 210;  1 638;  12 572;  14 405;  4 467;  9 938;  81 790;  37 128;  44 662;  58 071;  32 533;  25 538;  11 485;  7 340;  4 145;  45 529;  26 381;  19 148;  19 468;  11 490;  7 978;  1 191;   758;   433;   422;   298;   124;  1 780;   910;   870
2012;52;Ordu;  577 422;  286 626;  290 796;  50 108;  10 222;  39 886;  55 286;  17 393;  37 893;  163 987;  81 719;  82 268;  108 657;  58 164;  50 493;  30 286;  19 419;  10 867;  107 226;  63 781;  43 445;  42 531;  25 411;  17 120;  1 748;  1 091;   657;   580;   359;   221;  17 013;  9 067;  7 946
2012;53;Rize;  255 819;  125 422;  130 397;  12 489;  1 341;  11 148;  16 893;  2 993;  13 900;  68 526;  29 305;  39 221;  52 324;  29 346;  22 978;  12 856;  8 553;  4 303;  58 576;  34 481;  24 095;  24 345;  14 426;  9 919;  1 214;   767;   447;   323;   233;   90;  8 273;  3 977;  4 296
2012;54;Sakarya;  691 992;  343 283;  348 709;  30 528;  4 700;  25 828;  27 948;  8 839;  19 109;  214 293;  88 172;  126 121;  143 538;  77 203;  66 335;  37 951;  24 499;  13 452;  155 478;  91 570;  63 908;  60 363;  36 375;  23 988;  3 895;  2 494;  1 401;  1 298;   893;   405;  16 700;  8 538;  8 162
2012;55;Samsun;  966 717;  471 202;  495 515;  40 096;  7 637;  32 459;  92 283;  28 253;  64 030;  297 639;  136 373;  161 266;  198 007;  107 337;  90 670;  42 432;  26 107;  16 325;  182 371;  101 751;  80 620;  88 883;  50 551;  38 332;  4 539;  2 680;  1 859;  1 844;  1 185;   659;  18 623;  9 328;  9 295
2012;56;Siirt;  188 746;  98 193;  90 553;  26 724;  4 896;  21 828;  27 029;  9 115;  17 914;  29 308;  14 304;  15 004;  52 469;  32 332;  20 137;  4 924;  3 548;  1 376;  30 933;  22 983;  7 950;  12 448;  8 714;  3 734;   518;   407;   111;   142;   90;   52;  4 251;  1 804;  2 447
2012;57;Sinop;  162 838;  79 852;  82 986;  10 519;  2 333;  8 186;  14 738;  5 026;  9 712;  57 099;  25 989;  31 110;  30 948;  16 825;  14 123;  6 684;  4 567;  2 117;  25 691;  14 954;  10 737;  13 641;  8 261;  5 380;   527;   307;   220;   150;   93;   57;  2 841;  1 497;  1 344
2012;58;Sivas;  472 994;  234 715;  238 279;  35 782;  5 932;  29 850;  28 811;  10 582;  18 229;  126 118;  54 639;  71 479;  95 142;  51 655;  43 487;  24 120;  15 258;  8 862;  103 362;  62 959;  40 403;  42 896;  25 860;  17 036;  1 980;  1 282;   698;   944;   629;   315;  13 839;  5 919;  7 920
2012;59;Tekirdağ;  668 180;  344 682;  323 498;  15 136;  3 119;  12 017;  31 987;  10 893;  21 094;  191 072;  82 088;  108 984;  147 975;  83 601;  64 374;  37 650;  21 961;  15 689;  158 543;  93 890;  64 653;  63 217;  35 994;  27 223;  3 518;  2 115;  1 403;   770;   485;   285;  18 312;  10 536;  7 776
2012;60;Tokat;  471 243;  231 428;  239 815;  19 202;  3 938;  15 264;  55 983;  18 923;  37 060;  147 001;  63 349;  83 652;  97 980;  52 271;  45 709;  21 584;  14 270;  7 314;  83 083;  50 492;  32 591;  37 177;  23 464;  13 713;  1 900;  1 243;   657;   600;   416;   184;  6 733;  3 062;  3 671
2012;61;Trabzon;  595 048;  291 587;  303 461;  36 273;  4 743;  31 530;  40 047;  10 834;  29 213;  148 650;  64 258;  84 392;  105 522;  57 750;  47 772;  30 018;  18 689;  11 329;  145 751;  84 380;  61 371;  66 750;  39 609;  27 141;  3 678;  2 179;  1 499;  1 459;   991;   468;  16 900;  8 154;  8 746
2012;62;Tunceli;  73 708;  43 545;  30 163;  6 222;  1 319;  4 903;  4 444;  2 146;  2 298;  13 867;  6 675;  7 192;  15 523;  11 347;  4 176;  2 970;  1 996;   974;  20 003;  13 441;  6 562;  7 654;  4 723;  2 931;   339;   211;   128;   72;   50;   22;  2 614;  1 637;   977
2012;63;Şanlıurfa; 1 029 258;  506 081;  523 177;  142 035;  23 610;  118 425;  190 161;  64 188;  125 973;  181 016;  95 581;  85 435;  257 040;  165 858;  91 182;  22 997;  16 431;  6 566;  114 700;  78 531;  36 169;  50 601;  33 339;  17 262;  2 330;  1 607;   723;  1 053;   744;   309;  67 325;  26 192;  41 133
2012;64;Uşak;  270 859;  133 125;  137 734;  10 369;  1 589;  8 780;  19 625;  5 496;  14 129;  87 593;  37 766;  49 827;  60 287;  33 825;  26 462;  13 092;  8 565;  4 527;  52 724;  29 814;  22 910;  23 843;  14 167;  9 676;  1 156;   716;   440;   315;   208;   107;  1 855;   979;   876
2012;65;Van;  643 137;  329 130;  314 007;  76 731;  14 793;  61 938;  119 797;  42 393;  77 404;  119 934;  62 904;  57 030;  162 578;  102 172;  60 406;  14 561;  10 104;  4 457;  88 136;  60 888;  27 248;  33 466;  22 755;  10 711;  1 625;  1 139;   486;   748;   560;   188;  25 561;  11 422;  14 139
2012;66;Yozgat;  338 626;  167 994;  170 632;  20 722;  3 868;  16 854;  23 315;  8 693;  14 622;  112 883;  48 249;  64 634;  67 310;  35 668;  31 642;  15 673;  10 402;  5 271;  63 528;  40 371;  23 157;  21 854;  14 221;  7 633;  1 017;   677;   340;   315;   206;   109;  12 009;  5 639;  6 370
2012;67;Zonguldak;  483 047;  235 914;  247 133;  35 883;  4 971;  30 912;  24 390;  6 604;  17 786;  147 446;  61 074;  86 372;  96 191;  56 994;  39 197;  23 379;  14 749;  8 630;  102 716;  61 970;  40 746;  40 913;  23 296;  17 617;  2 003;  1 188;   815;   573;   346;   227;  9 553;  4 722;  4 831
2012;68;Aksaray;  273 269;  134 421;  138 848;  18 846;  2 607;  16 239;  15 643;  5 419;  10 224;  90 396;  39 649;  50 747;  66 794;  36 770;  30 024;  12 474;  8 126;  4 348;  44 999;  27 336;  17 663;  18 939;  11 529;  7 410;   926;   614;   312;   331;   209;   122;  3 921;  2 162;  1 759
2012;69;Bayburt;  57 648;  30 140;  27 508;  4 070;   551;  3 519;  3 456;  1 319;  2 137;  14 911;  6 241;  8 670;  14 306;  7 715;  6 591;  2 349;  1 637;   712;  12 338;  8 628;  3 710;  4 538;  3 173;  1 365;   223;   170;   53;   35;   22;   13;  1 422;   684;   738
2012;70;Karaman;  177 373;  87 299;  90 074;  6 416;  1 136;  5 280;  8 787;  2 968;  5 819;  60 728;  25 275;  35 453;  43 779;  23 442;  20 337;  6 720;  4 429;  2 291;  32 377;  18 557;  13 820;  15 107;  9 494;  5 613;   690;   463;   227;   164;   109;   55;  2 605;  1 426;  1 179
2012;71;Kırıkkale;  215 104;  106 891;  108 213;  11 203;  1 381;  9 822;  10 369;  2 818;  7 551;  53 434;  19 517;  33 917;  39 656;  20 388;  19 268;  16 296;  9 963;  6 333;  61 202;  38 364;  22 838;  19 946;  12 809;  7 137;  1 117;   773;   344;   268;   186;   82;  1 613;   692;   921
2012;72;Batman;  326 669;  162 945;  163 724;  35 225;  6 549;  28 676;  43 644;  13 050;  30 594;  51 292;  22 340;  28 952;  92 657;  52 907;  39 750;  10 510;  7 065;  3 445;  57 029;  39 175;  17 854;  22 897;  15 958;  6 939;   964;   719;   245;   235;   161;   74;  12 216;  5 021;  7 195
2012;73;Şırnak;  270 233;  143 348;  126 885;  38 939;  6 719;  32 220;  41 712;  14 292;  27 420;  40 681;  22 002;  18 679;  78 275;  50 290;  27 985;  4 831;  3 552;  1 279;  38 439;  29 900;  8 539;  15 276;  10 739;  4 537;   639;   466;   173;   121;   85;   36;  11 320;  5 303;  6 017
2012;74;Bartın;  152 415;  74 405;  78 010;  10 176;  2 266;  7 910;  13 203;  3 451;  9 752;  47 038;  20 573;  26 465;  36 040;  20 374;  15 666;  5 251;  3 406;  1 845;  24 774;  15 030;  9 744;  11 485;  6 931;  4 554;   568;   390;   178;   153;   111;   42;  3 727;  1 873;  1 854
2012;75;Ardahan;  80 197;  42 217;  37 980;  7 189;  1 268;  5 921;  5 471;  2 374;  3 097;  23 437;  11 197;  12 240;  18 332;  10 620;  7 712;  3 452;  2 371;  1 081;  13 249;  8 973;  4 276;  5 507;  3 516;  1 991;   259;   178;   81;   53;   37;   16;  3 248;  1 683;  1 565
2012;76;Iğdır;  127 347;  66 138;  61 209;  14 770;  2 659;  12 111;  15 917;  7 109;  8 808;  24 199;  13 302;  10 897;  30 940;  18 215;  12 725;  4 523;  2 968;  1 555;  21 640;  13 078;  8 562;  8 865;  5 350;  3 515;   446;   288;   158;   100;   71;   29;  5 947;  3 098;  2 849
2012;77;Yalova;  167 495;  83 295;  84 200;  4 827;   795;  4 032;  6 729;  2 079;  4 650;  43 342;  17 635;  25 707;  31 006;  17 408;  13 598;  11 065;  6 194;  4 871;  40 498;  22 179;  18 319;  19 394;  11 359;  8 035;  1 300;   821;   479;   231;   159;   72;  9 103;  4 666;  4 437
2012;78;Karabük;  183 743;  92 562;  91 181;  12 825;  2 153;  10 672;  9 255;  2 711;  6 544;  51 180;  21 424;  29 756;  34 201;  19 068;  15 133;  9 694;  6 509;  3 185;  43 168;  26 440;  16 728;  19 496;  12 088;  7 408;   870;   579;   291;   302;   224;   78;  2 752;  1 366;  1 386
2012;79;Kilis;  85 659;  42 656;  43 003;  6 227;  1 313;  4 914;  7 307;  2 361;  4 946;  20 909;  9 926;  10 983;  25 368;  12 854;  12 514;  3 889;  2 610;  1 279;  14 512;  8 913;  5 599;  6 139;  4 009;  2 130;   280;   181;   99;   116;   84;   32;   912;   405;   507
2012;80;Osmaniye;  350 486;  175 342;  175 144;  28 172;  4 977;  23 195;  17 321;  6 436;  10 885;  87 104;  36 920;  50 184;  76 141;  42 961;  33 180;  20 300;  12 716;  7 584;  78 985;  46 090;  32 895;  31 486;  19 475;  12 011;  1 048;   712;   336;   265;   158;   107;  9 664;  4 897;  4 767
2012;81;Düzce;  266 558;  132 501;  134 057;  13 088;  2 108;  10 980;  15 930;  4 403;  11 527;  79 070;  33 505;  45 565;  61 738;  34 535;  27 203;  11 148;  7 171;  3 977;  55 583;  33 436;  22 147;  22 594;  13 405;  9 189;  1 082;   706;   376;   380;   249;   131;  5 945;  2 983;  2 962
2013;1;Adana; 1 576 993;  781 207;  795 786;  83 651;  13 929;  69 722;  111 670;  36 947;  74 723;  384 986;  166 132;  218 854;  333 817;  194 407;  139 410;  86 095;  49 555;  36 540;  353 256;  197 518;  155 738;  175 254;  96 734;  78 520;  9 991;  5 780;  4 211;  2 941;  1 749;  1 192;  35 332;  18 456;  16 876
2013;2;Adıyaman;  415 547;  206 922;  208 625;  39 415;  7 133;  32 282;  30 988;  11 445;  19 543;  96 615;  42 263;  54 352;  110 272;  60 844;  49 428;  16 647;  11 523;  5 124;  77 191;  47 486;  29 705;  36 082;  22 297;  13 785;  1 453;  1 070;   383;   459;   308;   151;  6 425;  2 553;  3 872
2013;3;Afyonkarahisar;  538 632;  264 580;  274 052;  22 744;  2 867;  19 877;  32 007;  8 507;  23 500;  188 581;  77 463;  111 118;  117 714;  65 620;  52 094;  26 664;  18 109;  8 555;  97 988;  60 175;  37 813;  45 137;  27 325;  17 812;  3 000;  1 880;  1 120;   908;   602;   306;  3 889;  2 032;  1 857
2013;4;Ağrı;  334 980;  175 204;  159 776;  39 794;  7 076;  32 718;  67 199;  26 460;  40 739;  64 713;  35 593;  29 120;  73 409;  48 491;  24 918;  7 454;  5 470;  1 984;  39 296;  27 849;  11 447;  18 341;  11 893;  6 448;   869;   624;   245;   244;   151;   93;  23 661;  11 597;  12 064
2013;5;Amasya;  255 515;  125 493;  130 022;  11 297;  2 064;  9 233;  15 776;  4 988;  10 788;  82 279;  33 731;  48 548;  48 824;  25 837;  22 987;  12 320;  8 047;  4 273;  49 837;  30 124;  19 713;  27 502;  17 009;  10 493;  1 355;   832;   523;   302;   164;   138;  6 023;  2 697;  3 326
2013;6;Ankara; 3 923 361; 1 933 510; 1 989 851;  106 686;  14 388;  92 298;  114 097;  30 396;  83 701;  806 008;  306 236;  499 772;  644 955;  357 504;  287 451;  237 383;  135 271;  102 112; 1 046 749;  566 764;  479 985;  721 875;  389 637;  332 238;  86 401;  49 561;  36 840;  28 853;  16 635;  12 218;  130 354;  67 118;  63 236
2013;7;Antalya; 1 625 918;  822 950;  802 968;  25 372;  4 332;  21 040;  91 044;  24 780;  66 264;  449 695;  199 845;  249 850;  330 959;  184 996;  145 963;  79 253;  47 836;  31 417;  360 848;  201 373;  159 475;  212 628;  116 375;  96 253;  11 887;  6 936;  4 951;  3 434;  2 031;  1 403;  60 798;  34 446;  26 352
2013;8;Artvin;  138 026;  69 296;  68 730;  6 173;   935;  5 238;  7 666;  1 991;  5 675;  38 237;  14 450;  23 787;  24 498;  14 214;  10 284;  8 111;  5 190;  2 921;  33 102;  20 904;  12 198;  15 274;  9 246;  6 028;   768;   486;   282;   192;   124;   68;  4 005;  1 756;  2 249
2013;9;Aydın;  811 276;  403 300;  407 976;  24 584;  4 402;  20 182;  56 722;  16 607;  40 115;  274 839;  126 564;  148 275;  162 073;  92 800;  69 273;  35 061;  21 375;  13 686;  149 846;  81 083;  68 763;  89 391;  49 966;  39 425;  4 784;  2 741;  2 043;  1 515;   904;   611;  12 461;  6 858;  5 603
2013;10;Balıkesir;  952 561;  473 536;  479 025;  31 230;  6 437;  24 793;  57 903;  20 221;  37 682;  334 777;  141 788;  192 989;  162 449;  91 676;  70 773;  48 729;  29 759;  18 970;  190 522;  110 081;  80 441;  106 528;  62 092;  44 436;  5 601;  3 491;  2 110;  1 483;   929;   554;  13 339;  7 062;  6 277
2013;11;Bilecik;  167 891;  87 790;  80 101;  5 008;   896;  4 112;  5 698;  2 388;  3 310;  53 525;  20 951;  32 574;  32 672;  19 117;  13 555;  8 649;  5 692;  2 957;  41 226;  25 656;  15 570;  18 009;  11 249;  6 760;  1 003;   631;   372;   237;   137;   100;  1 864;  1 073;   791
2013;12;Bingöl;  188 795;  96 521;  92 274;  20 717;  4 097;  16 620;  23 286;  7 659;  15 627;  36 887;  16 851;  20 036;  48 135;  28 454;  19 681;  5 398;  3 733;  1 665;  33 097;  22 248;  10 849;  15 568;  10 383;  5 185;   814;   607;   207;   184;   135;   49;  4 709;  2 354;  2 355
2013;13;Bitlis;  213 967;  110 767;  103 200;  22 236;  3 864;  18 372;  34 147;  10 804;  23 343;  39 143;  19 019;  20 124;  54 800;  33 138;  21 662;  6 625;  4 807;  1 818;  34 210;  24 892;  9 318;  16 215;  11 281;  4 934;   756;   552;   204;   153;   98;   55;  5 682;  2 312;  3 370
2013;14;Bolu;  228 965;  112 668;  116 297;  10 878;  1 827;  9 051;  10 918;  3 607;  7 311;  70 238;  28 990;  41 248;  41 057;  21 549;  19 508;  9 641;  6 560;  3 081;  53 208;  31 509;  21 699;  25 937;  14 834;  11 103;  1 920;  1 126;   794;   697;   434;   263;  4 471;  2 232;  2 239
2013;15;Burdur;  208 261;  101 853;  106 408;  7 912;  1 183;  6 729;  11 164;  2 704;  8 460;  74 582;  32 515;  42 067;  36 755;  20 426;  16 329;  9 512;  6 367;  3 145;  41 294;  23 045;  18 249;  21 987;  12 761;  9 226;  1 152;   748;   404;   353;   229;   124;  3 550;  1 875;  1 675
